TK,ΠΕΡΙΟΧΗ,ΧΩΡΑ,ΠΟΛΗ,ΝΟΜΟΣ
24300,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΦΙΛΙΑΤΡΑ,ΜΕΣΣΗΝΙΑ
24014,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΧΑΤΖΗΣ,ΜΕΣΣΗΝΙΑ
24018,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΨΑΡΙ,ΜΕΣΣΗΝΙΑ
14451,ΜΕΤΑΜΟΡΦΩΣΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
14452,ΜΕΤΑΜΟΡΦΩΣΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10435,ΜΕΤΑΞΟΥΡΓΕΙΟ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10436,ΜΕΤΑΞΟΥΡΓΕΙΟ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
84801,ΜΗΛΟΣ,ΕΛΛΑΣ,ΑΔΑΜΑΝΤΑΣ,ΚΥΚΛΑΔΕΣ
84800,ΜΗΛΟΣ,ΕΛΛΑΣ,ΜΗΛΟΣ,ΚΥΚΛΑΔΕΣ
54500,ΜΟΝΟΛΟΦΟ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
18344,ΜΟΣΧΑΤΟ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
18345,ΜΟΣΧΑΤΟ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
18346,ΜΟΣΧΑΤΟ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
84600,ΜΥΚΟΝΟΣ,ΕΛΛΑΣ,ΜΥΚΟΝΟΣ,ΚΥΚΛΑΔΕΣ
81102,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,ΛΕΣΒΟΣ
81101,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΑΓΙΑΣΟΣ,ΛΕΣΒΟΣ
81103,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΑΝΤΙΣΣΑ,ΛΕΣΒΟΣ
81110,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΒΑΤΟΥΣΑ,ΛΕΣΒΟΣ
81105,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΕΡΕΣΟΣ,ΛΕΣΒΟΣ
81107,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΚΑΛΛΟΝΗ,ΛΕΣΒΟΣ
81104,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΜΑΝΤΑΜΑΔΟΣ,ΛΕΣΒΟΣ
81108,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΜΗΘΥΜΝΑ,ΛΕΣΒΟΣ
81100,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΜΥΤΙΛΗΝΗ,ΛΕΣΒΟΣ
81106,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΠΑΠΠΑΔΟΣ,ΛΕΣΒΟΣ
81111,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΠΕΡΑΜΑ,ΛΕΣΒΟΣ
81109,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΠΕΤΡΑ,ΛΕΣΒΟΣ
81200,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΠΛΩΜΑΡΙ,ΛΕΣΒΟΣ
81300,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΠΟΛΙΧΝΙΤΟΣ,ΛΕΣΒΟΣ
81113,ΜΥΤΙΛΗΝΗ,ΕΛΛΑΣ,ΦΙΛΙΑ,ΛΕΣΒΟΣ
70003,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΑΓΙΑ ΒΑΡΒΑΡΑ,ΗΡΑΚΛΕΙΟ
70012,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΑΓΙΟΙ ΔΕΚΑ,ΗΡΑΚΛΕΙΟ
70013,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΑΓΙΟΣ ΜΥΡΩΝΑΣ,ΗΡΑΚΛΕΙΟ
70004,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΑΝΩ ΒΙΑΝΝΟΣ,ΗΡΑΚΛΕΙΟ
70300,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΑΡΚΑΛΟΧΩΡΙ,ΗΡΑΚΛΕΙΟ
70100,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΑΡΧΑΝΕΣ,ΗΡΑΚΛΕΙΟ
70016,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΑΣΗΜΙ,ΗΡΑΚΛΕΙΟ
71414,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΓΑΖΙ,ΗΡΑΚΛΕΙΟ
70017,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΓΕΡΓΕΡΗ,ΗΡΑΚΛΕΙΟ
70011,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΔΑΦΝΕΣ,ΗΡΑΚΛΕΙΟ
70015,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΕΜΠΑΡΟΣ,ΗΡΑΚΛΕΙΟ
70008,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΕΠΙΣΚΟΠΗ ΗΡΑΚΛΕΙΟΥ,ΗΡΑΚΛΕΙΟ
70002,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΖΑΡΟΣ,ΗΡΑΚΛΕΙΟ
70015,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟ
71201,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟ
71202,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟ
71303,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟ
71304,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟ
71305,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟ
71306,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟ
71307,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟ
71309,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟ
71314,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟ
71408,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟ
71409,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟ
71410,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟ
71500,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟ
70006,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΚΑΣΤΕΛΙ,ΗΡΑΚΛΕΙΟ
70001,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΚΡΟΥΣΩΝΑΣ,ΗΡΑΚΛΕΙΟ
70014,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ,ΗΡΑΚΛΕΙΟ
70007,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΜΑΛΙΑ,ΗΡΑΚΛΕΙΟ
70400,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΜΟΙΡΕΣ,ΗΡΑΚΛΕΙΟ
70005,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΜΟΧΟΣ,ΗΡΑΚΛΕΙΟ
71601,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,Ν.ΑΛΙΚΑΡΝΑΣΣΟΣ,ΗΡΑΚΛΕΙΟ
70009,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΠΟΜΠΙΑ,ΗΡΑΚΛΕΙΟ
70010,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΠΥΡΓΟΣ,ΗΡΑΚΛΕΙΟ
70200,Ν. ΗΡΑΚΛΕΙΟΥ,ΕΛΛΑΣ,ΤΥΜΠΑΚΙ,ΗΡΑΚΛΕΙΟ
74056,Ν. ΡΕΘΥΜΝΟΥ,ΕΛΛΑΣ,ΑΓΙΑ ΓΑΛΗΝΗ,ΡΕΘΥΜΝΟ
74061,Ν. ΡΕΘΥΜΝΟΥ,ΕΛΛΑΣ,ΑΜΑΡΙ,ΡΕΘΥΜΝΟ
74051,Ν. ΡΕΘΥΜΝΟΥ,ΕΛΛΑΣ,ΑΝΩΓΕΙΑ,ΡΕΘΥΜΝΟ
74059,Ν. ΡΕΘΥΜΝΟΥ,ΕΛΛΑΣ,ΑΠΟΔΟΥΛΟΥ,ΡΕΘΥΜΝΟ
74062,Ν. ΡΕΘΥΜΝΟΥ,ΕΛΛΑΣ,ΒΙΖΑΡΙ,ΡΕΘΥΜΝΟ
74054,Ν. ΡΕΘΥΜΝΟΥ,ΕΛΛΑΣ,ΓΑΡΑΖΟ,ΡΕΘΥΜΝΟ
74055,Ν. ΡΕΘΥΜΝΟΥ,ΕΛΛΑΣ,ΕΠΙΣΚΟΠΗ,ΡΕΘΥΜΝΟ
74000,Ν. ΡΕΘΥΜΝΟΥ,ΕΛΛΑΣ,ΜΥΡΘΙΟΣ,ΡΕΘΥΜΝΟ
74060,Ν. ΡΕΘΥΜΝΟΥ,ΕΛΛΑΣ,ΜΥΡΘΙΟΣ,ΡΕΘΥΜΝΟ
74057,Ν. ΡΕΘΥΜΝΟΥ,ΕΛΛΑΣ,ΠΑΝΟΡΜΟΣ,ΡΕΘΥΜΝΟ
74052,Ν. ΡΕΘΥΜΝΟΥ,ΕΛΛΑΣ,ΠΕΡΑΜΑ,ΡΕΘΥΜΝΟ
74100,Ν. ΡΕΘΥΜΝΟΥ,ΕΛΛΑΣ,ΡΕΘΥΜΝΟ,ΡΕΘΥΜΝΟ
74058,Ν. ΡΕΘΥΜΝΟΥ,ΕΛΛΑΣ,ΡΟΥΣΤΙΚΑ,ΡΕΘΥΜΝΟ
74053,Ν. ΡΕΘΥΜΝΟΥ,ΕΛΛΑΣ,ΣΠΗΛΙ,ΡΕΘΥΜΝΟ
73005,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΑΛΙΚΙΑΝΟΣ,ΧΑΝΙΑ
73013,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΑΣΚΥΦΟΣ,ΧΑΝΙΑ
73012,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΒΑΘΗ,ΧΑΝΙΑ
73008,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΒΑΜΟΣ,ΧΑΝΙΑ
73002,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΒΟΥΚΟΛΙΕΣ,ΧΑΝΙΑ
73007,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΒΡΥΣΕΣ,ΧΑΝΙΑ
73003,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΚΑΛΥΒΕΣ,ΧΑΝΙΑ
73004,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΚΑΝΔΑΝΟΣ,ΧΑΝΙΑ
73400,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΚΙΣΣΑΜΟΣ,ΧΑΝΙΑ
73006,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΚΟΛΥΜΠΑΡΙ,ΧΑΝΙΑ
73300,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΜΟΥΡΝΙΕΣ,ΧΑΝΙΑ
73001,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΠΑΛΑΙΟΧΩΡΑ,ΧΑΝΙΑ
73014,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΠΛΑΤΑΝΙΑ,ΧΑΝΙΑ
73009,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΡΟΔΟΒΑΝΙ,ΧΑΝΙΑ
73200,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΣΟΥΔΑ,ΧΑΝΙΑ
73010,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΤΟΠΟΛΙΑ,ΧΑΝΙΑ
73100,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΧΑΝΙΑ,ΧΑΝΙΑ
73131,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΧΑΝΙΑ,ΧΑΝΙΑ
73132,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΧΑΝΙΑ,ΧΑΝΙΑ
73133,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΧΑΝΙΑ,ΧΑΝΙΑ
73134,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΧΑΝΙΑ,ΧΑΝΙΑ
73135,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΧΑΝΙΑ,ΧΑΝΙΑ
73136,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΧΑΝΙΑ,ΧΑΝΙΑ
73011,Ν. ΧΑΝΙΩΝ,ΕΛΛΑΣ,ΧΩΡΑ ΣΦΑΚΙΩΝ,ΧΑΝΙΑ
84301,ΝΑΞΟΣ,ΕΛΛΑΣ,ΚΟΡΩΝΙΔΑ,ΚΥΚΛΑΔΕΣ
84300,ΝΑΞΟΣ,ΕΛΛΑΣ,ΚΟΥΦΟΝΗΣΙΑ,ΚΥΚΛΑΔΕΣ
84300,ΝΑΞΟΣ,ΕΛΛΑΣ,ΝΑΞΟΣ,ΚΥΚΛΑΔΕΣ
84302,ΝΑΞΟΣ,ΕΛΛΑΣ,ΧΑΛΚΕΙΟ,ΚΥΚΛΑΔΕΣ
57015,ΝΕΑ ΑΠΟΛΛΩΝΙΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
14671,ΝΕΑ ΕΡΥΘΡΑΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
14231,ΝΕΑ ΙΩΝΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
14232,ΝΕΑ ΙΩΝΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
14233,ΝΕΑ ΙΩΝΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
14234,ΝΕΑ ΙΩΝΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
14235,ΝΕΑ ΙΩΝΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
13121,ΝΕΑ ΛΙΟΣΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
13122,ΝΕΑ ΛΙΟΣΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
13123,ΝΕΑ ΛΙΟΣΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
19005,ΝΕΑ ΜΑΚΡΗ,ΕΛΛΑΣ,ΝΕΑ ΜΑΚΡΗ,ΑΤΤΙΚΗ
57004,ΝΕΑ ΜΗΧΑΝΙΩΝΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
19015,ΝΕΑ ΠΑΛΑΤΙΑ,ΕΛΛΑΣ,ΝΕΑ ΠΑΛΑΤΙΑ,ΑΤΤΙΚΗ
19006,ΝΕΑ ΠΕΡΑΜΟΣ,ΕΛΛΑΣ,ΝΕΑ ΠΕΡΑΜΟΣ,ΑΤΤΙΚΗ
17121,ΝΕΑ ΣΜΥΡΝΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
17122,ΝΕΑ ΣΜΥΡΝΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
17123,ΝΕΑ ΣΜΥΡΝΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
17124,ΝΕΑ ΣΜΥΡΝΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
14341,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
14342,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
14343,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
54500,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
11524,ΝΕΑ ΦΙΛΟΘΕΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
56727,ΝΕΑΠΟΛΗ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
56728,ΝΕΑΠΟΛΗ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
14121,ΝΕΟ ΗΡΑΚΛΕΙΟ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
14122,ΝΕΟ ΗΡΑΚΛΕΙΟ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
18547,ΝΕΟ ΦΑΛΗΡΟ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
15451,ΝΕΟ ΨΥΧΙΚΟ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
57019,ΝΕΟΙ ΕΠΙΒΑΤΕΣ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
11743,ΝΕΟΣ ΚΟΣΜΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11744,ΝΕΟΣ ΚΟΣΜΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11745,ΝΕΟΣ ΚΟΣΜΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
18450,ΝΙΚΑΙΑ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
18451,ΝΙΚΑΙΑ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
18452,ΝΙΚΑΙΑ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
18453,ΝΙΚΑΙΑ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
18454,ΝΙΚΑΙΑ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
85303,ΝΙΣΥΡΟΣ,ΕΛΛΑΣ,ΝΙΣΥΡΟΣ,ΔΩΔΕΚΑΝΗΣΑ
67061,ΞΑΝΘΗΣ,ΕΛΛΑΣ,ΑΒΔΗΡΑ,ΞΑΝΘΗ
67064,ΞΑΝΘΗΣ,ΕΛΛΑΣ,ΓΕΝΙΣΕΑ,ΞΑΝΘΗ
67200,ΞΑΝΘΗΣ,ΕΛΛΑΣ,ΕΥΛΑΛΟ,ΞΑΝΘΗ
67300,ΞΑΝΘΗΣ,ΕΛΛΑΣ,ΕΧΙΝΟΣ,ΞΑΝΘΗ
67063,ΞΑΝΘΗΣ,ΕΛΛΑΣ,ΛΑΓΟΣ,ΞΑΝΘΗ
67100,ΞΑΝΘΗΣ,ΕΛΛΑΣ,ΞΑΝΘΗ,ΞΑΝΘΗ
67062,ΞΑΝΘΗΣ,ΕΛΛΑΣ,ΣΤΑΥΡΟΥΠΟΛΗ,ΞΑΝΘΗ
57017,ΞΥΛΟΠΟΛΗ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
10431,ΟΜΟΝΟΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10432,ΟΜΟΝΟΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10437,ΟΜΟΝΟΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10678,ΟΜΟΝΟΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10679,ΟΜΟΝΟΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11631,ΠΑΓΚΡΑΤΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11632,ΠΑΓΚΡΑΤΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11633,ΠΑΓΚΡΑΤΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11634,ΠΑΓΚΡΑΤΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11635,ΠΑΓΚΡΑΤΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11636,ΠΑΓΚΡΑΤΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
19002,ΠΑΙΑΝΙΑ,ΕΛΛΑΣ,ΠΑΙΑΝΙΑ,ΑΤΤΙΚΗ
54500,ΠΑΛΑΙΟΧΩΡΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
17561,ΠΑΛΗΟ ΦΑΛΗΡΟ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
17562,ΠΑΛΗΟ ΦΑΛΗΡΟ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
17563,ΠΑΛΗΟ ΦΑΛΗΡΟ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
17564,ΠΑΛΗΟ ΦΑΛΗΡΟ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
15344,ΠΑΛΛΗΝΗ,ΕΛΛΑΣ,ΠΑΛΛΗΝΗ,ΑΤΤΙΚΗ
15351,ΠΑΛΛΗΝΗ,ΕΛΛΑΣ,ΠΑΛΛΗΝΗ,ΑΤΤΙΚΗ
55236,ΠΑΝΟΡΑΜΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
15669,ΠΑΠΑΓΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
84400,ΠΑΡΟΣ,ΕΛΛΑΣ,ΛΙΒΑΔΙ,ΚΥΚΛΑΔΕΣ
84401,ΠΑΡΟΣ,ΕΛΛΑΣ,ΝΑΟΥΣΑ,ΚΥΚΛΑΔΕΣ
84400,ΠΑΡΟΣ,ΕΛΛΑΣ,ΠΑΡΟΙΚΙΑ,ΚΥΚΛΑΔΕΣ
84400,ΠΑΡΟΣ,ΕΛΛΑΣ,ΠΑΡΟΣ,ΚΥΚΛΑΔΕΣ
18535,ΠΑΣΑΛΙΜΑΝΙ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
11141,ΠΑΤΗΣΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11144,ΠΑΤΗΣΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11145,ΠΑΤΗΣΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
85500,ΠΑΤΜΟΣ,ΕΛΛΑΣ,ΚΑΜΠΟΣ,ΔΩΔΕΚΑΝΗΣΑ
85500,ΠΑΤΜΟΣ,ΕΛΛΑΣ,ΠΑΤΜΟΣ,ΔΩΔΕΚΑΝΗΣΑ
85500,ΠΑΤΜΟΣ,ΕΛΛΑΣ,ΣΚΑΛΑ,ΔΩΔΕΚΑΝΗΣΑ
11251,ΠΕΔΙΟΝ ΑΡΕΩΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
18539,ΠΕΙΡΑΪΚΗ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
58400,ΠΕΛΛΗΣ,ΕΛΛΑΣ,ΑΡΙΔΑΙΑ,ΠΕΛΛΑ
58002,ΠΕΛΛΗΣ,ΕΛΛΑΣ,ΑΡΝΙΣΣΑ,ΠΕΛΛΑ
58100,ΠΕΛΛΗΣ,ΕΛΛΑΣ,ΓΙΑΝΝΙΤΣΑ,ΠΕΛΛΑ
58200,ΠΕΛΛΗΣ,ΕΛΛΑΣ,ΕΔΕΣΣΑ,ΠΕΛΛΑ
58004,ΠΕΛΛΗΣ,ΕΛΛΑΣ,ΕΞΑΠΛΑΤΑΝΟΣ,ΠΕΛΛΑ
58001,ΠΕΛΛΗΣ,ΕΛΛΑΣ,ΚΑΡΥΩΤΙΣΣΑ,ΠΕΛΛΑ
58300,ΠΕΛΛΗΣ,ΕΛΛΑΣ,ΚΡΥΑ ΒΡΥΣΗ,ΠΕΛΛΑ
58005,ΠΕΛΛΗΣ,ΕΛΛΑΣ,ΠΕΛΛΑ,ΠΕΛΛΑ
